feedback_id,ride_id,user_rating,captain_rating,issue_category,comments
FDBK009009,RIDE000574,3,3,Navigation Confusion,Ride was smooth and quick
FDBK009010,RIDE037533,1,1,Long Wait Time,"Helmet not provided, unsafe"
FDBK009011,RIDE018654,4,4,Captain Arrived Late,Traffic was handled well
FDBK009012,RIDE013134,,5,,Ride experience could be better
FDBK009013,RIDE003942,,5,Fare Overcharged,Ride was smooth and quick
FDBK009014,RIDE022276,,4,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK009015,RIDE040062,2,,Fare Overcharged,Bike was not clean
FDBK009016,RIDE054772,2,1,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK009017,RIDE047748,3,3,No Helmet Provided,"Good service, will ride again"
FDBK009018,RIDE004490,3,1,Long Wait Time,"Helmet not provided, unsafe"
FDBK009019,RIDE052347,2,1,Fare Overcharged,"Good service, will ride again"
FDBK009020,RIDE010572,1,2,No Issues,"Good service, will ride again"
FDBK009021,RIDE000257,3,2,Long Wait Time,Ride experience could be better
FDBK009022,,1,4,Captain Arrived Late,"Good service, will ride again"
FDBK009023,RIDE063678,2,3,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK009024,RIDE053873,2,1,No Issues,Traffic was handled well
FDBK009025,RIDE030145,2,5,Captain Arrived Late,Captain arrived late
FDBK009026,RIDE067168,3,4,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK009027,RIDE043298,5,,Navigation Confusion,Ride was smooth and quick
FDBK009028,RIDE068417,2,4,Navigation Confusion,Ride was smooth and quick
FDBK009029,RIDE034854,5,2,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK009030,RIDE040938,4,1,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK009031,RIDE016753,1,5,Unsafe Driving / Speeding,
FDBK009032,RIDE002452,3,4,Long Wait Time,Captain was polite and helpful
FDBK009033,,1,5,Captain Arrived Late,Captain was polite and helpful
FDBK009034,RIDE062541,1,3,Fare Overcharged,Traffic was handled well
FDBK009035,,1,1,Bike in Poor Condition,Fare charged was higher than expected
FDBK009036,RIDE052973,1,5,Long Wait Time,Ride experience could be better
FDBK009037,RIDE008704,3,2,Captain Arrived Late,Ride experience could be better
FDBK009038,RIDE013317,1,3,Captain Arrived Late,Bike was not clean
FDBK009039,RIDE063877,5,1,No Issues,Bike was not clean
FDBK009040,RIDE064575,2,5,Route Issues / Longer Route Taken,Bike was not clean
FDBK009041,RIDE076301,5,4,,Bike was not clean
FDBK009042,RIDE060328,2,2,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK009043,RIDE012455,1,3,Captain Arrived Late,
FDBK009044,RIDE027349,1,3,,Captain arrived late
FDBK009045,RIDE070273,3,3,Navigation Confusion,Bike was not clean
FDBK009046,RIDE054741,1,4,Bike in Poor Condition,Fare charged was higher than expected
FDBK009047,RIDE073772,2,2,Unsafe Driving / Speeding,Ride experience could be better
FDBK009048,,2,1,No Issues,Bike was not clean
FDBK009049,RIDE032251,3,2,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK009050,RIDE064471,1,,,Captain arrived late
FDBK009051,RIDE033154,4,2,Navigation Confusion,Bike was not clean
FDBK009052,RIDE042353,4,2,Bike in Poor Condition,"Good service, will ride again"
FDBK009053,RIDE013269,1,1,Captain Arrived Late,Captain arrived late
FDBK009054,RIDE014727,2,2,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK009055,RIDE052877,3,2,Fare Overcharged,
FDBK009056,RIDE063201,3,5,Unsafe Driving / Speeding,Traffic was handled well
FDBK009057,RIDE036076,4,2,Fare Overcharged,
FDBK009058,,,5,No Issues,"Good service, will ride again"
FDBK009059,RIDE027398,2,5,,Fare charged was higher than expected
FDBK009060,RIDE069106,3,,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK009061,RIDE028537,2,4,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK009062,RIDE018797,5,1,No Issues,"Helmet not provided, unsafe"
FDBK009063,RIDE008350,2,1,Fare Overcharged,Captain was polite and helpful
FDBK009064,RIDE042156,2,2,Captain Rude or Unfriendly,Bike was not clean
FDBK009065,RIDE011798,2,2,No Helmet Provided,
FDBK009066,RIDE046932,3,5,Bike in Poor Condition,
FDBK009067,RIDE008218,2,2,Fare Overcharged,Bike was not clean
FDBK009068,RIDE045645,3,,Captain Arrived Late,Captain was polite and helpful
FDBK009069,RIDE075395,,1,Route Issues / Longer Route Taken,
FDBK009070,RIDE027677,4,5,Navigation Confusion,
FDBK009071,RIDE051578,3,1,Route Issues / Longer Route Taken,Bike was not clean
FDBK009072,RIDE072953,5,3,Captain Arrived Late,Ride experience could be better
FDBK009073,RIDE054951,2,1,Long Wait Time,Traffic was handled well
FDBK009074,RIDE067138,5,4,Captain Arrived Late,Fare charged was higher than expected
FDBK009075,RIDE076343,2,1,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK009076,RIDE073521,4,3,Long Wait Time,Captain arrived late
FDBK009077,RIDE018457,2,5,Navigation Confusion,
FDBK009078,RIDE077800,4,2,Bike in Poor Condition,Not satisfied with behaviour
FDBK009079,RIDE012248,3,4,,"Helmet not provided, unsafe"
FDBK009080,RIDE032933,2,3,Captain Arrived Late,Bike was not clean
FDBK009081,RIDE037585,2,1,No Issues,
FDBK009082,RIDE068448,2,2,Navigation Confusion,Fare charged was higher than expected
FDBK009083,RIDE051324,5,1,Navigation Confusion,"Helmet not provided, unsafe"
FDBK009084,RIDE029760,4,3,Fare Overcharged,Captain was polite and helpful
FDBK009085,RIDE068993,5,,Bike in Poor Condition,Captain was polite and helpful
FDBK009086,RIDE054582,1,4,Fare Overcharged,"Helmet not provided, unsafe"
FDBK009087,RIDE016579,4,5,Fare Overcharged,Ride was smooth and quick
FDBK009088,RIDE036867,,1,Captain Rude or Unfriendly,Captain arrived late
FDBK009089,RIDE051476,3,3,Unsafe Driving / Speeding,Captain arrived late
FDBK009090,RIDE071588,4,3,Unsafe Driving / Speeding,
FDBK009091,RIDE042513,4,5,No Helmet Provided,Ride experience could be better
FDBK009092,RIDE078741,1,4,Navigation Confusion,Ride was smooth and quick
FDBK009093,RIDE040442,3,5,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK009094,RIDE047275,2,4,Fare Overcharged,Captain arrived late
FDBK009095,RIDE067312,3,2,Fare Overcharged,Ride was smooth and quick
FDBK009096,RIDE047087,2,1,Fare Overcharged,Traffic was handled well
FDBK009097,RIDE060998,2,3,Captain Arrived Late,Ride was smooth and quick
FDBK009098,RIDE034232,4,4,,Captain arrived late
FDBK009099,,5,,,"Good service, will ride again"
FDBK009100,RIDE059020,,5,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK009101,RIDE065907,3,5,Navigation Confusion,Traffic was handled well
FDBK009102,RIDE059502,,5,No Issues,
FDBK009103,RIDE010650,2,4,Long Wait Time,Traffic was handled well
FDBK009104,RIDE006123,1,,Long Wait Time,Captain was polite and helpful
FDBK009105,RIDE024473,1,3,Long Wait Time,Fare charged was higher than expected
FDBK009106,,5,,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK009107,RIDE001863,5,2,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK009108,RIDE007619,4,3,Fare Overcharged,Ride experience could be better
FDBK009109,RIDE015146,3,4,No Issues,
FDBK009110,,1,5,Captain Rude or Unfriendly,Bike was not clean
FDBK009111,RIDE043926,5,5,Long Wait Time,Bike was not clean
FDBK009112,RIDE061672,5,4,Bike in Poor Condition,Not satisfied with behaviour
FDBK009113,RIDE069914,5,5,Captain Arrived Late,Ride experience could be better
FDBK009114,RIDE012247,2,2,Long Wait Time,
FDBK009115,RIDE070810,1,2,No Helmet Provided,Captain arrived late
FDBK009116,RIDE047461,5,2,,
FDBK009117,RIDE068612,5,3,Navigation Confusion,Bike was not clean
FDBK009118,RIDE065184,3,1,No Helmet Provided,Not satisfied with behaviour
FDBK009119,RIDE041449,5,4,No Helmet Provided,"Good service, will ride again"
FDBK009120,RIDE017861,,3,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK009121,,5,4,Navigation Confusion,Not satisfied with behaviour
FDBK009122,RIDE079894,3,5,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK009123,RIDE010043,4,5,No Helmet Provided,Fare charged was higher than expected
FDBK009124,RIDE053043,2,2,Navigation Confusion,
FDBK009125,RIDE005104,2,3,No Issues,Captain was polite and helpful
FDBK009126,RIDE007633,3,5,No Helmet Provided,Captain was polite and helpful
FDBK009127,RIDE056497,2,5,Captain Arrived Late,
FDBK009128,RIDE042631,4,4,Navigation Confusion,Fare charged was higher than expected
FDBK009129,RIDE078447,4,1,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK009130,RIDE045868,5,2,Long Wait Time,Not satisfied with behaviour
FDBK009131,RIDE021204,5,4,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK009132,RIDE038241,3,4,Captain Arrived Late,"Good service, will ride again"
FDBK009133,RIDE047778,1,2,Navigation Confusion,Fare charged was higher than expected
FDBK009134,RIDE036311,2,1,No Helmet Provided,Captain arrived late
FDBK009135,RIDE047195,2,1,Navigation Confusion,"Helmet not provided, unsafe"
FDBK009136,RIDE060102,4,2,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK009137,RIDE019699,5,1,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK009138,RIDE068062,5,4,Unsafe Driving / Speeding,Ride experience could be better
FDBK009139,RIDE067652,3,4,No Helmet Provided,Not satisfied with behaviour
FDBK009140,RIDE074951,3,1,No Issues,Captain arrived late
FDBK009141,RIDE002477,5,1,Bike in Poor Condition,Bike was not clean
FDBK009142,RIDE054996,1,2,Route Issues / Longer Route Taken,Ride experience could be better
FDBK009143,RIDE049841,4,4,,"Helmet not provided, unsafe"
FDBK009144,RIDE027437,5,3,,Ride experience could be better
FDBK009145,RIDE027830,5,1,Bike in Poor Condition,
FDBK009146,RIDE004168,3,3,No Issues,Ride was smooth and quick
FDBK009147,RIDE004329,1,5,Navigation Confusion,Traffic was handled well
FDBK009148,RIDE017930,4,5,No Issues,Captain was polite and helpful
FDBK009149,RIDE001751,5,1,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK009150,RIDE002996,,5,Fare Overcharged,Not satisfied with behaviour
FDBK009151,RIDE061706,3,3,No Helmet Provided,Captain arrived late
FDBK009152,,3,5,Captain Arrived Late,
FDBK009153,RIDE056922,1,2,Unsafe Driving / Speeding,Traffic was handled well
FDBK009154,RIDE003958,1,2,Navigation Confusion,
FDBK009155,RIDE078257,3,5,Captain Arrived Late,
FDBK009156,RIDE077287,4,5,Long Wait Time,Captain was polite and helpful
FDBK009157,,1,4,Navigation Confusion,Fare charged was higher than expected
FDBK009158,RIDE005534,1,2,Captain Rude or Unfriendly,
FDBK009159,RIDE008933,1,5,Captain Arrived Late,Fare charged was higher than expected
FDBK009160,,1,1,Captain Arrived Late,Captain arrived late
FDBK009161,RIDE074376,5,4,No Helmet Provided,
FDBK009162,RIDE011746,5,2,No Helmet Provided,Ride was smooth and quick
FDBK009163,RIDE027341,,3,Long Wait Time,Bike was not clean
FDBK009164,RIDE042493,3,2,Captain Arrived Late,Fare charged was higher than expected
FDBK009165,RIDE023047,2,4,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK009166,RIDE007048,5,1,Long Wait Time,Ride was smooth and quick
FDBK009167,,2,2,Captain Arrived Late,Ride experience could be better
FDBK009168,RIDE077163,5,3,Captain Arrived Late,Captain arrived late
FDBK009169,RIDE028063,3,1,,
FDBK009170,RIDE074954,5,4,Captain Arrived Late,Not satisfied with behaviour
FDBK009171,RIDE033361,2,5,Bike in Poor Condition,Ride was smooth and quick
FDBK009172,RIDE075836,3,2,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK009173,RIDE036214,3,5,Captain Rude or Unfriendly,Ride experience could be better
FDBK009174,RIDE021745,4,5,Bike in Poor Condition,Ride was smooth and quick
FDBK009175,RIDE069159,1,4,Fare Overcharged,
FDBK009176,RIDE048452,,,Captain Rude or Unfriendly,Captain arrived late
FDBK009177,RIDE002822,1,2,Long Wait Time,Bike was not clean
FDBK009178,RIDE067260,3,4,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK009179,RIDE057688,,5,No Issues,Not satisfied with behaviour
FDBK009180,RIDE043114,5,5,No Helmet Provided,Not satisfied with behaviour
FDBK009181,RIDE000842,1,3,,Not satisfied with behaviour
FDBK009182,RIDE061303,5,3,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK009183,,1,4,No Helmet Provided,"Helmet not provided, unsafe"
FDBK009184,RIDE045157,2,,No Issues,Captain arrived late
FDBK009185,RIDE020147,2,5,No Issues,Not satisfied with behaviour
FDBK009186,RIDE040126,5,2,Fare Overcharged,Ride was smooth and quick
FDBK009187,RIDE035964,5,2,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK009188,RIDE016451,4,5,Bike in Poor Condition,Captain arrived late
FDBK009189,RIDE073735,4,1,Bike in Poor Condition,Traffic was handled well
FDBK009190,RIDE038046,1,3,Fare Overcharged,Not satisfied with behaviour
FDBK009191,RIDE010194,3,3,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK009192,RIDE008357,3,5,Route Issues / Longer Route Taken,Fare charged was higher than expected
FDBK009193,RIDE057052,5,1,Long Wait Time,"Good service, will ride again"
FDBK009194,RIDE005774,2,3,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK009195,,5,2,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK009196,RIDE078756,1,4,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK009197,RIDE077486,5,,No Helmet Provided,Captain arrived late
FDBK009198,RIDE057015,2,3,,Captain arrived late
FDBK009199,RIDE027848,1,5,No Helmet Provided,Fare charged was higher than expected
FDBK009200,RIDE024766,5,4,Navigation Confusion,Ride was smooth and quick
FDBK009201,RIDE070254,1,4,No Helmet Provided,Captain was polite and helpful
FDBK009202,RIDE079002,2,5,Long Wait Time,Traffic was handled well
FDBK009203,RIDE056961,5,3,Bike in Poor Condition,"Good service, will ride again"
FDBK009204,,3,2,Fare Overcharged,Captain was polite and helpful
FDBK009205,RIDE036619,4,3,Route Issues / Longer Route Taken,Ride experience could be better
FDBK009206,RIDE016703,5,2,Long Wait Time,Ride was smooth and quick
FDBK009207,RIDE055231,4,5,Long Wait Time,Captain arrived late
FDBK009208,RIDE021195,2,2,Unsafe Driving / Speeding,Captain arrived late
FDBK009209,RIDE014086,2,4,Navigation Confusion,Not satisfied with behaviour
FDBK009210,RIDE074848,,5,,Ride experience could be better
FDBK009211,RIDE068035,4,2,No Issues,Bike was not clean
FDBK009212,RIDE064171,5,3,Bike in Poor Condition,Traffic was handled well
FDBK009213,,,1,Long Wait Time,Ride was smooth and quick
FDBK009214,RIDE022862,5,5,Unsafe Driving / Speeding,Not satisfied with behaviour
FDBK009215,RIDE023969,5,2,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK009216,,1,4,Navigation Confusion,Ride experience could be better
FDBK009217,RIDE014124,2,2,,Bike was not clean
FDBK009218,RIDE026298,4,3,Long Wait Time,Captain was polite and helpful
FDBK009219,RIDE073362,1,1,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK009220,RIDE038745,,2,No Helmet Provided,"Good service, will ride again"
FDBK009221,RIDE069230,1,5,,Captain was polite and helpful
FDBK009222,RIDE016675,5,2,Fare Overcharged,Not satisfied with behaviour
FDBK009223,RIDE038547,1,2,No Helmet Provided,Captain was polite and helpful
FDBK009224,RIDE054694,1,4,Navigation Confusion,Captain arrived late
FDBK009225,RIDE037095,2,2,Captain Arrived Late,Captain arrived late
FDBK009226,RIDE049663,2,5,No Issues,"Good service, will ride again"
FDBK009227,RIDE022866,1,3,Navigation Confusion,"Helmet not provided, unsafe"
FDBK009228,RIDE019658,4,2,Captain Rude or Unfriendly,Captain arrived late
FDBK009229,RIDE078686,5,2,No Issues,Traffic was handled well
FDBK009230,RIDE078478,,3,Captain Arrived Late,Not satisfied with behaviour
FDBK009231,RIDE050159,4,1,Unsafe Driving / Speeding,Ride experience could be better
FDBK009232,RIDE005015,5,4,Captain Rude or Unfriendly,Fare charged was higher than expected
FDBK009233,RIDE022286,4,5,Navigation Confusion,Not satisfied with behaviour
FDBK009234,RIDE069404,2,1,Navigation Confusion,Ride was smooth and quick
FDBK009235,RIDE070022,1,,No Helmet Provided,Captain arrived late
FDBK009236,RIDE052542,3,4,Navigation Confusion,
FDBK009237,RIDE065177,,,Route Issues / Longer Route Taken,Captain arrived late
FDBK009238,RIDE076169,2,1,No Helmet Provided,Captain arrived late
FDBK009239,RIDE021969,5,2,Navigation Confusion,Ride was smooth and quick
FDBK009240,RIDE002162,2,2,Fare Overcharged,"Good service, will ride again"
FDBK009241,RIDE001996,5,2,No Helmet Provided,Not satisfied with behaviour
FDBK009242,RIDE025530,4,4,Long Wait Time,Ride experience could be better
FDBK009243,RIDE003563,3,5,No Issues,Bike was not clean
FDBK009244,RIDE063508,3,1,Captain Arrived Late,Fare charged was higher than expected
FDBK009245,RIDE028517,4,3,,Fare charged was higher than expected
FDBK009246,RIDE033636,3,3,,Bike was not clean
FDBK009247,RIDE046629,1,4,Captain Arrived Late,Not satisfied with behaviour
FDBK009248,RIDE024176,3,1,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK009249,RIDE011377,4,4,Captain Arrived Late,Bike was not clean
FDBK009250,RIDE055585,4,1,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK009251,RIDE046629,5,2,Bike in Poor Condition,
FDBK009252,RIDE020525,3,4,Navigation Confusion,
FDBK009253,RIDE018795,4,2,Long Wait Time,Bike was not clean
FDBK009254,RIDE074001,1,4,Fare Overcharged,Captain was polite and helpful
FDBK009255,RIDE033449,2,5,Fare Overcharged,Captain arrived late
FDBK009256,RIDE034563,5,3,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK009257,RIDE062262,,2,Navigation Confusion,Captain was polite and helpful
FDBK009258,RIDE072868,5,4,Captain Rude or Unfriendly,Ride experience could be better
FDBK009259,RIDE063504,3,5,Captain Rude or Unfriendly,Bike was not clean
FDBK009260,RIDE049220,5,4,,Fare charged was higher than expected
FDBK009261,RIDE018028,1,2,No Issues,Fare charged was higher than expected
FDBK009262,RIDE064088,2,2,Fare Overcharged,"Helmet not provided, unsafe"
FDBK009263,RIDE038687,,4,Captain Arrived Late,Not satisfied with behaviour
FDBK009264,RIDE017433,4,1,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK009265,RIDE061740,1,1,Fare Overcharged,Bike was not clean
FDBK009266,RIDE024575,4,3,Route Issues / Longer Route Taken,Ride was smooth and quick
FDBK009267,RIDE002824,5,3,,
FDBK009268,RIDE006330,1,5,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK009269,RIDE055365,4,2,Captain Arrived Late,Bike was not clean
